#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 846: Virginia Lakes Ridge, CA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Virginia Lakes Ridge (846) 
# California  SNOTEL Site - 9400 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Feb 26, 2020 1:32:14 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2013-02-19,10.7,13.7,27,12,19,0.10
2013-02-20,10.8,13.8,23,10,15,0.30
2013-02-21,11.0,14.1,22,10,15,0.00
2013-02-22,11.0,14.1,36,16,29,0.00
2013-02-23,11.0,14.1,32,6,22,0.00
2013-02-24,11.0,14.1,34,4,22,0.00
2013-02-25,11.0,14.1,41,19,31,0.00
2013-02-26,11.0,14.1,34,14,25,0.00
2013-02-27,11.0,14.1,38,20,28,0.00
2013-02-28,11.0,14.1,41,25,31,0.00
2013-03-01,11.0,14.1,44,27,34,0.00
2013-03-02,11.0,14.1,50,32,37,0.00
2013-03-03,11.0,14.1,39,26,32,0.00
2013-03-04,11.0,14.1,43,20,33,0.00
2013-03-05,11.0,14.1,41,29,34,0.00
2013-03-06,11.0,14.1,29,18,23,0.40
2013-03-07,11.3,14.5,29,18,22,0.40
2013-03-08,11.6,14.9,28,17,22,0.30
2013-03-09,11.8,15.2,30,15,21,0.00
2013-03-10,11.8,15.2,44,16,29,0.00
2013-03-11,11.8,15.2,48,31,37,0.00
2013-03-12,11.8,15.2,52,29,40,0.00
2013-03-13,11.8,15.2,58,37,46,0.00
2013-03-14,11.8,15.2,56,36,44,0.00
2013-03-15,11.8,15.2,51,35,43,0.00
2013-03-16,11.8,15.2,49,31,39,0.00
2013-03-17,11.8,15.2,46,29,36,0.00
2013-03-18,11.8,15.2,46,28,36,0.00
2013-03-19,11.8,15.2,47,31,37,0.10
2013-03-20,11.9,15.3,41,31,35,0.00
2013-03-21,11.9,15.3,46,25,35,0.00
2013-03-22,11.9,15.3,43,23,32,0.00
2013-03-23,11.9,15.3,46,24,34,0.00
2013-03-24,11.9,15.3,48,29,38,0.00
2013-03-25,11.9,15.3,48,30,38,0.00
2013-03-26,11.8,15.3,43,29,34,0.00
2013-03-27,11.7,15.3,46,27,35,0.00
2013-03-28,11.6,15.3,46,29,36,0.00
2013-03-29,11.5,15.3,50,29,38,0.10
2013-03-30,11.4,15.4,48,32,40,0.00
2013-03-31,11.3,15.4,41,29,34,0.10
2013-04-01,11.3,15.5,42,25,32,0.00
2013-04-02,11.3,15.5,48,25,35,0.00
2013-04-03,11.2,15.5,54,31,42,0.00
2013-04-04,11.2,15.5,46,32,38,0.00
2013-04-05,11.1,15.5,47,30,38,0.00
2013-04-06,11.0,15.5,44,32,37,0.00
2013-04-07,10.9,15.5,49,24,37,0.00
2013-04-08,10.8,15.5,25,18,21,0.70
2013-04-09,11.3,16.2,34,15,24,0.10
2013-04-10,11.4,16.3,49,24,39,0.10
2013-04-11,11.5,16.4,49,30,38,0.00
2013-04-12,11.4,16.4,53,29,40,0.00
2013-04-13,11.3,16.4,52,41,46,0.00
2013-04-14,11.2,16.4,49,30,41,0.00
2013-04-15,10.7,16.4,37,17,28,0.00
2013-04-16,10.7,16.4,23,13,17,0.50
2013-04-17,11.0,16.9,31,13,20,0.10
2013-04-18,11.2,17.0,44,15,29,0.00
2013-04-19,11.2,17.0,51,28,38,0.00
2013-04-20,11.2,17.0,55,27,42,0.00
2013-04-21,11.0,17.0,58,36,47,0.00
2013-04-22,10.8,17.0,56,29,43,0.00
2013-04-23,10.4,17.0,54,22,38,0.00
2013-04-24,10.1,17.0,47,29,38,0.00
2013-04-25,9.9,17.0,52,31,41,0.00
2013-04-26,9.6,17.0,55,34,44,0.00
2013-04-27,9.2,17.0,59,38,47,0.00
2013-04-28,8.7,17.0,62,39,49,0.00
2013-04-29,8.1,17.0,61,39,50,0.00
2013-04-30,7.3,17.0,57,30,46,0.00
2013-05-01,6.5,17.0,51,25,38,0.00
2013-05-02,6.3,17.0,57,30,43,0.00
2013-05-03,5.8,17.0,60,38,47,0.00
2013-05-04,5.0,17.0,54,33,40,0.00
2013-05-05,4.5,17.0,47,31,38,0.00
2013-05-06,4.4,17.0,47,29,35,0.00
2013-05-07,4.1,17.0,44,28,34,0.00
2013-05-08,4.0,17.0,44,33,37,0.10
2013-05-09,3.9,17.1,52,33,41,0.00
2013-05-10,3.3,17.1,56,38,47,0.00
2013-05-11,2.9,17.1,62,42,51,0.00
2013-05-12,2.4,17.1,65,44,53,0.00
2013-05-13,1.4,17.1,62,46,54,0.00
2013-05-14,0.8,17.1,60,39,47,0.10
2013-05-15,0.5,17.2,56,38,47,0.00
2013-05-16,0.0,17.2,45,34,40,0.00
2013-05-17,0.0,17.2,47,32,38,0.00
2013-05-18,0.0,17.2,53,32,42,0.00
2013-05-19,0.0,17.2,54,30,41,0.00
2013-05-20,0.0,17.2,59,30,45,0.00
2013-05-21,0.0,17.2,54,42,47,0.00
2013-05-22,0.0,17.2,50,28,40,0.00
2013-05-23,0.0,17.2,46,26,36,0.00
2013-05-24,0.0,17.2,56,30,44,0.00
2013-05-25,0.0,17.2,55,36,46,0.00
2013-05-26,0.0,17.2,52,34,43,0.00
2013-05-27,0.0,17.2,53,34,43,0.00
2013-05-28,0.0,17.2,50,37,43,0.10
2013-05-29,0.0,17.3,55,38,45,0.00
2013-05-30,0.0,17.3,60,40,51,0.00
2013-05-31,0.0,17.3,63,36,49,0.00
2013-06-01,0.0,17.3,69,42,54,0.00
2013-06-02,0.0,17.3,68,47,56,0.00
2013-06-03,0.0,17.3,67,43,53,0.00
2013-06-04,0.0,17.3,70,46,55,0.00
2013-06-05,0.0,17.3,71,46,57,0.00
2013-06-06,0.0,17.3,72,49,60,0.00
2013-06-07,0.0,17.3,75,51,62,0.00
2013-06-08,0.0,17.3,77,53,64,0.00
2013-06-09,0.0,17.3,78,51,63,0.00
2013-06-10,0.0,17.3,64,42,51,0.10
2013-06-11,0.0,17.4,62,45,53,0.00
2013-06-12,0.0,17.4,64,47,53,0.00
2013-06-13,0.0,17.4,57,40,49,0.00
2013-06-14,0.0,17.4,60,33,47,0.00
2013-06-15,0.0,17.4,65,40,52,0.00
2013-06-16,0.0,17.4,64,44,53,0.00
2013-06-17,0.0,17.4,65,43,53,0.00
2013-06-18,0.0,17.4,60,40,50,0.00
2013-06-19,0.0,17.4,55,36,44,0.00
2013-06-20,0.0,17.4,57,31,45,0.00
2013-06-21,0.0,17.4,61,33,46,0.00
2013-06-22,0.0,17.4,65,36,50,0.00
2013-06-23,0.0,17.4,58,42,49,0.00
2013-06-24,0.0,17.4,54,42,46,0.00
2013-06-25,0.0,17.4,55,42,48,0.00
2013-06-26,0.0,17.4,69,45,58,0.00
2013-06-27,0.0,17.4,79,51,63,0.00
2013-06-28,0.0,17.4,80,54,64,0.00
2013-06-29,0.0,17.4,81,55,65,0.00
2013-06-30,0.0,17.4,79,56,66,0.00
2013-07-01,0.0,17.4,79,55,65,0.00
2013-07-02,0.0,17.4,80,56,64,0.00
2013-07-03,0.0,17.4,77,51,59,0.20
2013-07-04,0.0,17.6,74,49,58,0.80
2013-07-05,0.0,18.4,69,47,59,0.00
2013-07-06,0.0,18.4,70,54,61,0.00
2013-07-07,0.0,18.4,71,53,61,0.00
2013-07-08,0.0,18.4,69,52,59,0.00
2013-07-09,0.0,18.4,72,50,59,0.00
2013-07-10,0.0,18.4,70,49,58,0.00
2013-07-11,0.0,18.4,66,48,56,0.00
2013-07-12,0.0,18.4,70,45,56,0.00
2013-07-13,0.0,18.4,70,47,58,0.00
2013-07-14,0.0,18.4,71,50,60,0.00
2013-07-15,0.0,18.4,72,51,60,0.00
2013-07-16,0.0,18.4,71,48,58,0.00
2013-07-17,0.0,18.4,74,48,60,0.00
2013-07-18,0.0,18.4,78,51,64,0.00
2013-07-19,0.0,18.4,82,54,67,0.00
2013-07-20,0.0,18.4,82,59,68,0.00
2013-07-21,0.0,18.4,79,58,66,0.00
2013-07-22,0.0,18.4,73,49,61,0.00
2013-07-23,0.0,18.4,61,50,56,0.00
2013-07-24,0.0,18.4,73,49,60,0.00
2013-07-25,0.0,18.4,70,52,57,0.00
2013-07-26,0.0,18.4,72,52,60,0.00
2013-07-27,0.0,18.4,70,50,56,0.00
2013-07-28,0.0,18.4,69,50,58,0.00
2013-07-29,0.0,18.4,68,49,57,0.00
2013-07-30,0.0,18.4,70,46,58,0.00
2013-07-31,0.0,18.4,70,50,58,0.00
2013-08-01,0.0,18.4,64,45,54,0.00
2013-08-02,0.0,18.4,69,43,55,0.00
2013-08-03,0.0,18.4,71,45,57,0.00
2013-08-04,0.0,18.4,73,48,59,0.00
2013-08-05,0.0,18.4,73,49,60,0.00
2013-08-06,0.0,18.4,72,50,59,0.00
2013-08-07,0.0,18.4,66,48,55,0.00
2013-08-08,0.0,18.4,67,45,53,0.00
2013-08-09,0.0,18.4,65,41,53,0.00
2013-08-10,0.0,18.4,67,44,54,0.00
2013-08-11,0.0,18.4,69,44,54,0.00
2013-08-12,0.0,18.4,68,46,55,0.00
2013-08-13,0.0,18.4,73,47,58,0.00
2013-08-14,0.0,18.4,74,49,60,0.00
2013-08-15,0.0,18.4,72,50,60,0.00
2013-08-16,0.0,18.4,72,52,61,0.00
2013-08-17,0.0,18.4,71,51,59,0.00
2013-08-18,0.0,18.4,72,50,60,0.00
2013-08-19,0.0,18.4,69,46,55,0.30
2013-08-20,0.0,18.7,72,46,54,0.00
2013-08-21,0.0,18.7,64,46,53,0.00
2013-08-22,0.0,18.7,68,49,57,0.00
2013-08-23,0.0,18.7,66,45,55,0.00
2013-08-24,0.0,18.7,65,47,55,0.00
2013-08-25,0.0,18.7,63,46,53,0.00
2013-08-26,0.0,18.7,65,44,54,0.00
2013-08-27,0.0,18.7,65,44,54,0.10
2013-08-28,0.0,18.8,66,47,56,0.00
2013-08-29,0.0,18.8,69,50,59,0.00
2013-08-30,0.0,18.8,72,54,61,0.00
2013-08-31,0.0,18.8,71,51,59,0.00
2013-09-01,0.0,18.8,71,52,58,0.00
2013-09-02,0.0,18.8,67,49,56,0.00
2013-09-03,0.0,18.8,65,49,56,0.00
2013-09-04,0.0,18.8,68,48,57,0.00
2013-09-05,0.0,18.8,67,52,57,0.00
2013-09-06,0.0,18.8,69,48,58,0.00
2013-09-07,0.0,18.8,69,46,56,0.00
2013-09-08,0.0,18.8,68,48,56,0.00
2013-09-09,0.0,18.8,67,46,55,0.00
2013-09-10,0.0,18.8,67,45,54,0.00
2013-09-11,0.0,18.8,66,48,54,0.00
2013-09-12,0.0,18.8,64,47,54,0.00
2013-09-13,0.0,18.8,65,46,54,0.00
2013-09-14,0.0,18.8,65,46,54,0.00
2013-09-15,0.0,18.8,67,47,56,0.00
2013-09-16,0.0,18.8,68,46,56,0.00
2013-09-17,0.0,18.8,57,38,50,0.00
2013-09-18,0.0,18.8,58,31,43,0.10
2013-09-19,0.0,18.9,64,38,50,0.00
2013-09-20,0.0,18.9,62,44,51,0.00
2013-09-21,0.0,18.9,51,24,40,0.30
2013-09-22,0.0,19.2,50,25,37,0.20
2013-09-23,0.0,19.4,62,37,50,0.20
2013-09-24,0.0,19.6,56,39,48,0.00
2013-09-25,0.0,19.6,43,25,35,0.00
2013-09-26,0.0,19.6,36,23,28,0.00
2013-09-27,0.0,19.6,47,21,34,0.00
2013-09-28,0.0,19.6,56,34,45,0.20
2013-09-29,0.0,19.8,53,42,46,0.10
2013-09-30,0.0,19.9,55,42,47,0.00
2013-10-01,0.0,0.0,59,40,49,0.00
2013-10-02,0.0,0.0,52,39,44,0.00
2013-10-03,0.0,0.0,43,23,35,0.00
2013-10-04,0.0,0.0,45,22,32,0.00
2013-10-05,0.0,0.0,58,32,44,0.00
2013-10-06,0.0,0.0,66,44,53,0.00
2013-10-07,0.0,0.0,60,39,47,0.00
2013-10-08,0.0,0.0,52,35,42,0.00
2013-10-09,0.0,0.0,35,27,29,0.30
2013-10-10,0.4,0.3,42,27,33,0.00
2013-10-11,0.4,0.3,48,28,37,0.00
2013-10-12,0.4,0.3,47,31,37,0.00
2013-10-13,0.4,0.3,40,24,31,0.00
2013-10-14,0.3,0.3,46,24,33,0.00
2013-10-15,0.4,0.3,43,24,32,0.00
2013-10-16,0.3,0.3,52,33,41,0.10
2013-10-17,0.5,0.4,52,33,42,0.00
2013-10-18,0.4,0.4,55,32,42,0.10
2013-10-19,0.5,0.5,57,37,44,0.00
2013-10-20,0.5,0.5,55,36,43,0.00
2013-10-21,0.4,0.5,53,35,42,0.00
2013-10-22,0.0,0.5,54,38,43,0.10
2013-10-23,0.0,0.6,52,37,42,0.00
2013-10-24,0.0,0.6,52,36,42,0.00
2013-10-25,0.0,0.6,52,36,42,0.00
2013-10-26,0.0,0.6,53,36,42,0.00
2013-10-27,0.0,0.6,49,28,40,0.00
2013-10-28,0.0,0.6,29,21,25,0.10
2013-10-29,0.1,0.7,35,17,26,0.00
2013-10-30,0.1,0.7,43,19,31,0.10
2013-10-31,0.4,0.8,47,30,37,0.00
2013-11-01,0.4,0.8,55,35,43,0.00
2013-11-02,0.5,0.8,53,36,44,0.00
2013-11-03,0.5,0.8,45,24,37,0.00
2013-11-04,0.3,0.8,30,16,22,0.00
2013-11-05,0.0,0.8,41,20,31,0.00
2013-11-06,0.0,0.8,48,32,39,0.20
2013-11-07,0.0,1.0,52,38,44,0.10
2013-11-08,0.0,1.1,52,36,45,0.00
2013-11-09,0.0,1.1,52,35,41,0.00
2013-11-10,0.0,1.1,54,35,43,0.00
2013-11-11,0.0,1.1,55,40,45,0.00
2013-11-12,0.0,1.1,53,37,44,0.00
2013-11-13,0.0,1.1,49,31,39,0.00
2013-11-14,0.0,1.1,50,32,41,0.00
2013-11-15,0.0,1.1,39,23,31,0.00
2013-11-16,0.0,1.1,46,33,38,0.00
2013-11-17,0.0,1.1,48,31,38,0.00
2013-11-18,0.0,1.1,51,35,41,0.00
2013-11-19,0.0,1.1,44,32,37,0.00
2013-11-20,0.0,1.1,38,26,33,0.20
2013-11-21,0.0,1.3,28,14,20,0.00
2013-11-22,0.0,1.3,22,12,17,0.00
2013-11-23,0.0,1.3,30,20,24,0.00
2013-11-24,0.0,1.3,36,21,28,0.00
2013-11-25,0.0,1.3,48,29,36,0.00
2013-11-26,0.0,1.3,47,31,37,0.00
2013-11-27,0.0,1.3,38,26,33,0.00
2013-11-28,0.0,1.3,35,24,29,0.00
2013-11-29,0.0,1.3,38,23,28,0.00
2013-11-30,0.0,1.3,42,26,32,0.00
2013-12-01,0.0,1.3,49,28,38,0.00
2013-12-02,0.0,1.3,44,34,39,0.00
2013-12-03,0.0,1.3,35,2,22,0.50
2013-12-04,0.4,1.8,15,1,5,0.00
2013-12-05,0.4,1.8,19,0,9,0.00
2013-12-06,0.4,1.8,27,10,18,0.00
2013-12-07,0.4,1.8,18,-3,9,0.70
2013-12-08,0.9,2.5,14,-1,8,0.00
2013-12-09,0.9,2.5,30,8,19,0.00
2013-12-10,0.9,2.5,38,23,29,0.00
2013-12-11,0.9,2.5,39,22,28,0.00
2013-12-12,0.9,2.5,44,28,32,0.00
2013-12-13,0.9,2.5,35,24,29,0.00
2013-12-14,0.9,2.5,47,28,35,0.00
2013-12-15,0.9,2.5,53,36,40,0.00
2013-12-16,0.9,2.5,51,36,40,0.00
2013-12-17,0.9,2.5,51,36,41,0.00
2013-12-18,0.9,2.5,45,30,38,0.00
2013-12-19,0.9,2.5,30,9,19,0.00
2013-12-20,0.9,2.5,33,11,26,0.20
2013-12-21,1.0,2.7,36,26,30,0.00
2013-12-22,1.0,2.7,38,27,32,0.00
2013-12-23,1.0,2.7,48,30,35,0.00
2013-12-24,1.0,2.7,45,29,34,0.00
2013-12-25,1.0,2.7,45,29,34,0.00
2013-12-26,1.0,2.7,45,31,36,0.00
2013-12-27,1.0,2.7,46,32,38,0.00
2013-12-28,1.0,2.7,36,23,31,0.00
2013-12-29,1.0,2.7,45,26,34,0.00
2013-12-30,1.0,2.7,50,35,42,0.00
2013-12-31,1.0,2.7,47,30,38,0.00
2014-01-01,1.0,2.7,45,29,35,0.00
2014-01-02,1.0,2.7,46,31,36,0.00
2014-01-03,1.0,2.7,46,33,38,0.00
2014-01-04,1.0,2.7,38,27,32,0.00
2014-01-05,1.0,2.7,41,26,32,0.00
2014-01-06,1.0,2.7,47,32,38,0.00
2014-01-07,1.0,2.7,40,31,36,0.00
2014-01-08,0.9,2.7,44,28,35,0.00
2014-01-09,0.9,2.7,40,30,35,0.00
2014-01-10,0.9,2.7,46,32,39,0.00
2014-01-11,0.9,2.7,45,27,35,0.20
2014-01-12,0.8,2.9,34,21,27,0.00
2014-01-13,0.8,2.9,44,24,33,0.00
2014-01-14,0.8,2.9,46,29,35,0.00
2014-01-15,0.8,2.9,46,31,35,0.00
2014-01-16,0.8,2.9,45,29,35,0.00
2014-01-17,0.8,2.9,49,32,37,0.00
2014-01-18,0.8,2.9,45,32,36,0.00
2014-01-19,0.8,2.9,46,31,36,0.00
2014-01-20,0.8,2.9,42,28,33,0.00
2014-01-21,0.8,2.9,47,31,36,0.00
2014-01-22,0.8,2.9,48,28,36,0.00
2014-01-23,0.8,2.9,31,22,26,0.00
2014-01-24,0.7,2.9,37,22,30,0.00
2014-01-25,0.7,2.9,40,29,33,0.00
2014-01-26,0.7,2.9,40,28,31,0.00
2014-01-27,0.7,2.9,44,26,34,0.00
2014-01-28,0.7,2.9,46,33,39,0.00
2014-01-29,0.7,2.9,46,34,40,0.00
2014-01-30,0.7,2.9,35,21,26,1.70
2014-01-31,2.5,4.6,23,11,18,0.00
2014-02-01,2.5,4.6,24,4,12,0.00
2014-02-02,2.5,4.6,27,10,17,0.00
2014-02-03,2.5,4.6,26,11,15,0.00
2014-02-04,2.5,4.6,29,9,18,0.10
2014-02-05,2.6,4.7,33,16,25,0.10
2014-02-06,2.7,4.8,33,22,27,0.00
2014-02-07,2.7,4.8,33,21,26,0.00
2014-02-08,2.7,4.8,37,32,34,0.00
2014-02-09,2.7,4.8,38,30,33,0.80
2014-02-10,3.8,5.6,37,23,29,0.30
2014-02-11,3.9,5.9,44,26,35,0.00
2014-02-12,3.9,5.9,48,34,42,0.00
2014-02-13,3.9,5.9,47,38,41,0.20
2014-02-14,3.9,6.1,48,38,42,0.00
2014-02-15,3.9,6.1,46,30,38,0.00
2014-02-16,3.9,6.1,41,28,31,0.30
2014-02-17,4.1,6.4,43,28,35,0.10
2014-02-18,4.1,6.5,46,30,36,0.00
2014-02-19,4.1,6.5,42,28,34,0.00
2014-02-20,4.1,6.5,44,28,35,0.00
2014-02-21,4.1,6.5,44,27,34,0.10
2014-02-22,4.1,6.6,44,25,33,0.00
2014-02-23,4.1,6.6,45,28,35,0.10
2014-02-24,4.1,6.7,45,29,35,0.00
2014-02-25,4.1,6.7,46,29,36,0.10
2014-02-26,4.1,6.8,40,29,35,0.40
2014-02-27,4.5,7.2,31,23,27,0.90
2014-02-28,5.3,8.1,33,23,27,1.80
2014-03-01,7.0,9.9,33,20,25,0.00
2014-03-02,7.0,9.9,40,20,29,0.00
2014-03-03,7.0,9.9,42,24,33,0.30
2014-03-04,7.2,10.2,41,27,34,0.00
2014-03-05,7.2,10.2,48,33,40,0.20
2014-03-06,7.2,10.4,42,23,33,0.00
2014-03-07,7.2,10.4,39,19,28,0.10
2014-03-08,7.2,10.5,48,22,37,0.10
2014-03-09,7.2,10.6,48,31,40,0.00
2014-03-10,7.2,10.6,44,24,35,0.00
2014-03-11,7.2,10.6,36,17,26,0.00
2014-03-12,7.2,10.6,32,16,23,0.00
2014-03-13,7.2,10.6,41,20,30,0.00
2014-03-14,7.2,10.6,48,29,36,0.00
2014-03-15,7.2,10.6,49,26,36,0.00
2014-03-16,7.2,10.6,55,32,42,0.20
2014-03-17,7.2,10.8,46,20,35,0.00
2014-03-18,7.2,10.8,38,16,26,0.00
2014-03-19,7.2,10.8,46,24,34,0.00
2014-03-20,7.2,10.8,47,29,37,0.00
2014-03-21,7.2,10.8,43,28,34,0.00
2014-03-22,7.2,10.8,43,24,32,0.00
2014-03-23,7.1,10.8,47,27,35,0.00
2014-03-24,7.1,10.8,51,29,38,0.00
2014-03-25,7.1,10.8,45,29,35,0.00
2014-03-26,7.1,10.8,33,21,26,0.40
2014-03-27,7.5,11.2,36,20,26,0.00
2014-03-28,7.4,11.2,43,24,34,0.00
2014-03-29,7.3,11.2,41,26,34,0.30
2014-03-30,7.8,11.5,34,17,24,0.00
2014-03-31,7.8,11.5,33,14,23,0.20
2014-04-01,8.0,11.7,28,14,19,0.20
2014-04-02,8.0,11.9,33,15,22,0.10
2014-04-03,8.1,12.0,39,14,26,0.20
2014-04-04,8.3,12.2,38,19,27,0.00
2014-04-05,8.3,12.2,39,22,29,0.00
2014-04-06,8.4,12.2,47,24,35,0.00
2014-04-07,8.3,12.2,55,30,41,0.00
2014-04-08,8.1,12.2,56,35,45,0.00
2014-04-09,8.0,12.2,54,36,45,0.00
2014-04-10,7.9,12.2,58,35,46,0.00
2014-04-11,7.8,12.2,56,37,44,0.00
2014-04-12,7.8,12.2,53,36,44,0.00
2014-04-13,7.7,12.2,49,29,39,0.00
2014-04-14,7.4,12.2,55,27,41,0.00
2014-04-15,7.3,12.2,53,36,43,0.00
2014-04-16,7.2,12.2,56,34,44,0.00
2014-04-17,7.0,12.2,55,36,44,0.00
2014-04-18,6.8,12.2,55,36,42,0.00
2014-04-19,6.5,12.2,53,34,43,0.00
2014-04-20,6.2,12.2,55,33,42,0.00
2014-04-21,5.9,12.2,53,35,43,0.00
2014-04-22,5.7,12.2,39,21,29,0.50
2014-04-23,6.1,12.7,48,21,35,0.10
2014-04-24,5.7,12.8,48,32,40,0.10
2014-04-25,5.3,12.9,35,21,28,0.10
2014-04-26,5.4,13.0,37,18,27,0.10
2014-04-27,5.5,13.1,40,24,32,0.00
2014-04-28,5.5,13.1,48,24,35,0.00
2014-04-29,5.4,13.1,53,30,40,0.00
2014-04-30,5.3,13.1,55,32,43,0.00
2014-05-01,5.2,13.1,62,36,48,0.00
2014-05-02,4.9,13.1,61,41,51,0.00
2014-05-03,4.4,13.1,56,41,47,0.00
2014-05-04,3.8,13.1,54,38,45,0.00
2014-05-05,2.9,13.1,46,26,37,0.00
2014-05-06,2.2,13.1,34,20,28,0.30
2014-05-07,2.5,13.4,43,26,34,0.20
2014-05-08,2.1,13.6,47,30,38,0.10
2014-05-09,1.9,13.7,49,33,40,0.00
2014-05-10,1.6,13.7,43,22,33,0.00
2014-05-11,1.4,13.7,43,17,31,0.00
2014-05-12,1.1,13.7,53,29,40,0.00
2014-05-13,0.6,13.7,59,33,45,0.00
2014-05-14,0.0,13.7,63,37,50,0.00
2014-05-15,0.0,13.7,63,42,53,0.00
2014-05-16,0.0,13.7,61,43,53,0.00
2014-05-17,0.0,13.7,61,44,51,0.00
2014-05-18,0.0,13.7,53,35,44,0.10
2014-05-19,0.0,13.8,51,30,40,0.00
2014-05-20,0.0,13.8,36,28,31,0.10
2014-05-21,0.0,13.9,40,30,33,0.40
2014-05-22,0.0,14.3,44,31,36,0.30
2014-05-23,0.0,14.6,56,33,45,0.00
2014-05-24,0.0,14.6,59,40,49,0.00
2014-05-25,0.0,14.6,66,42,53,0.00
2014-05-26,0.0,14.6,65,45,55,0.00
2014-05-27,0.0,14.6,65,45,53,0.00
2014-05-28,0.0,14.6,58,37,48,0.00
2014-05-29,0.0,14.6,60,31,45,0.00
2014-05-30,0.0,14.6,59,37,48,0.00
2014-05-31,0.0,14.6,58,37,48,0.00
2014-06-01,0.0,14.6,64,39,51,0.00
2014-06-02,0.0,14.6,61,42,49,0.00
2014-06-03,0.0,14.6,63,39,51,0.00
2014-06-04,0.0,14.6,65,40,52,0.00
2014-06-05,0.0,14.6,69,44,54,0.00
2014-06-06,0.0,14.6,68,46,55,0.00
2014-06-07,0.0,14.6,69,46,56,0.00
2014-06-08,0.0,14.6,68,45,56,0.00
2014-06-09,0.0,14.6,70,48,59,0.00
2014-06-10,0.0,14.6,70,49,58,0.00
2014-06-11,0.0,14.6,68,47,56,0.00
2014-06-12,0.0,14.6,61,47,53,0.00
2014-06-13,0.0,14.6,57,36,48,0.00
2014-06-14,0.0,14.6,58,32,46,0.00
2014-06-15,0.0,14.6,58,38,48,0.00
2014-06-16,0.0,14.6,55,42,46,0.00
2014-06-17,0.0,14.6,54,31,43,0.00
2014-06-18,0.0,14.6,61,30,46,0.00
2014-06-19,0.0,14.6,68,41,54,0.00
2014-06-20,0.0,14.6,66,46,56,0.00
2014-06-21,0.0,14.6,67,46,56,0.00
2014-06-22,0.0,14.6,68,46,56,0.00
2014-06-23,0.0,14.6,70,46,58,0.00
2014-06-24,0.0,14.6,67,46,56,0.00
2014-06-25,0.0,14.6,66,46,55,0.00
2014-06-26,0.0,14.6,53,41,47,0.10
2014-06-27,0.0,14.7,64,43,53,0.00
2014-06-28,0.0,14.7,70,44,59,0.00
2014-06-29,0.0,14.7,76,53,64,0.00
2014-06-30,0.0,14.7,78,51,62,0.00
2014-07-01,0.0,14.7,78,53,63,0.00
2014-07-02,0.0,14.7,75,53,64,0.00
2014-07-03,0.0,14.7,71,51,61,0.00
2014-07-04,0.0,14.7,71,51,60,0.00
2014-07-05,0.0,14.7,75,50,62,0.00
2014-07-06,0.0,14.7,74,53,62,0.00
2014-07-07,0.0,14.7,66,49,57,0.10
2014-07-08,0.0,14.8,70,51,58,0.00
2014-07-09,0.0,14.8,74,50,61,0.00
2014-07-10,0.0,14.8,72,51,58,0.00
2014-07-11,0.0,14.8,69,48,58,0.00
