#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 669: North Lost Trail, CO
# 
# Data items provided in this file:
#
# Element Name                        Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                           
# Precipitation Accumulation          Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           PREC          Water year accumulated precipitation  
# Precipitation Increment             Value       None           Day                           N/A        Inches             N/A           PRCP          Total precipitation                   
# Precipitation Increment - Snow-adj  Value       None           Day                           N/A        Inches             N/A           PRCPSA        Snow adjusted total preciptation      
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# North Lost Trail (669) 
# Colorado  SNOTEL Site - 9200 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 5, 2020 11:28:55 AM GMT-08:00
#
Date,North Lost Trail (669) Precipitation Accumulation (in) Start of Day Values,North Lost Trail (669) Precipitation Increment (in),North Lost Trail (669) Precipitation Increment - Snow-adj (in)
2013-07-05,23.4,0.00,0.00
2013-07-06,23.4,0.20,0.20
2013-07-07,23.6,0.10,0.10
2013-07-08,23.7,0.00,0.00
2013-07-09,23.7,0.00,0.00
2013-07-10,23.7,0.00,0.00
2013-07-11,23.7,0.00,0.00
2013-07-12,23.7,0.00,0.00
2013-07-13,23.7,0.00,0.00
2013-07-14,23.7,0.40,0.40
2013-07-15,24.1,0.10,0.10
2013-07-16,24.2,0.00,0.00
2013-07-17,24.2,0.00,0.00
2013-07-18,24.2,0.10,0.10
2013-07-19,24.3,0.00,0.00
2013-07-20,24.3,0.00,0.00
2013-07-21,24.3,0.00,0.00
2013-07-22,24.3,0.00,0.00
2013-07-23,24.3,0.00,0.00
2013-07-24,24.3,0.00,0.00
2013-07-25,24.3,0.00,0.00
2013-07-26,24.3,0.00,0.00
2013-07-27,24.3,0.60,0.60
2013-07-28,24.9,1.30,1.30
2013-07-29,26.2,0.40,0.40
2013-07-30,26.6,0.00,0.00
2013-07-31,26.6,0.00,0.00
2013-08-01,26.6,0.40,0.40
2013-08-02,27.0,0.00,0.00
2013-08-03,27.0,0.10,0.10
2013-08-04,27.1,0.10,0.10
2013-08-05,27.2,0.00,0.00
2013-08-06,27.2,0.10,0.10
2013-08-07,27.3,0.10,0.10
2013-08-08,27.4,0.00,0.00
2013-08-09,27.4,0.00,0.00
2013-08-10,27.4,0.10,0.10
2013-08-11,27.5,0.00,0.00
2013-08-12,27.5,0.20,0.20
2013-08-13,27.7,0.00,0.00
2013-08-14,27.7,0.10,0.10
2013-08-15,27.8,0.00,0.00
2013-08-16,27.8,0.00,0.00
2013-08-17,27.8,0.00,0.00
2013-08-18,27.8,0.00,0.00
2013-08-19,27.8,0.00,0.00
2013-08-20,27.8,0.20,0.20
2013-08-21,28.0,0.00,0.00
2013-08-22,28.0,0.00,0.00
2013-08-23,28.0,0.10,0.10
2013-08-24,28.1,0.00,0.00
2013-08-25,28.1,0.30,0.30
2013-08-26,28.4,0.10,0.10
2013-08-27,28.5,0.00,0.00
2013-08-28,28.5,0.40,0.40
2013-08-29,28.9,0.10,0.10
2013-08-30,29.0,0.10,0.10
2013-08-31,29.1,0.10,0.10
2013-09-01,29.2,0.00,0.00
2013-09-02,29.2,0.00,0.00
2013-09-03,29.2,0.00,0.00
2013-09-04,29.2,0.00,0.00
2013-09-05,29.2,0.00,0.00
2013-09-06,29.2,0.10,0.10
2013-09-07,29.3,0.10,0.10
2013-09-08,29.4,0.10,0.10
2013-09-09,29.5,0.10,0.10
2013-09-10,29.6,0.10,0.10
2013-09-11,29.7,0.30,0.30
2013-09-12,30.0,0.20,0.20
2013-09-13,30.2,0.30,0.30
2013-09-14,30.5,0.30,0.30
2013-09-15,30.8,0.10,0.10
2013-09-16,30.9,0.00,0.00
2013-09-17,30.9,0.00,0.00
2013-09-18,30.9,0.40,0.40
2013-09-19,31.3,0.00,0.00
2013-09-20,31.3,0.00,0.00
2013-09-21,31.3,0.00,0.00
2013-09-22,31.3,1.60,1.60
2013-09-23,32.9,0.30,0.30
2013-09-24,33.2,0.00,0.00
2013-09-25,33.2,0.00,0.00
2013-09-26,33.2,0.00,0.00
2013-09-27,33.2,0.50,0.50
2013-09-28,33.7,0.00,0.00
2013-09-29,33.7,0.00,0.00
2013-09-30,33.7,0.00,0.00
2013-10-01,0.0,0.00,0.00
2013-10-02,0.0,0.00,0.00
2013-10-03,0.0,0.40,0.40
2013-10-04,0.4,0.30,0.30
2013-10-05,0.7,0.00,0.00
2013-10-06,0.7,0.10,0.10
2013-10-07,0.8,0.00,0.00
2013-10-08,0.8,0.00,0.00
2013-10-09,0.8,0.00,0.00
2013-10-10,0.8,0.60,0.60
2013-10-11,1.4,0.20,0.20
2013-10-12,1.6,0.00,0.00
2013-10-13,1.6,0.10,0.10
2013-10-14,1.7,0.50,0.50
2013-10-15,2.2,0.10,0.10
2013-10-16,2.3,0.00,0.00
2013-10-17,2.3,0.10,0.10
2013-10-18,2.4,0.10,0.20
2013-10-19,2.5,0.00,0.00
2013-10-20,2.5,0.00,0.00
2013-10-21,2.5,0.00,0.00
2013-10-22,2.5,0.00,0.00
2013-10-23,2.5,0.00,0.00
2013-10-24,2.5,0.00,0.00
2013-10-25,2.5,0.00,0.00
2013-10-26,2.5,0.00,0.00
2013-10-27,2.5,0.00,0.00
2013-10-28,2.5,0.00,0.00
2013-10-29,2.5,0.70,0.70
2013-10-30,3.2,0.10,0.10
2013-10-31,3.3,0.20,0.20
2013-11-01,3.5,0.10,0.10
2013-11-02,3.6,0.00,0.00
2013-11-03,3.6,0.20,0.20
2013-11-04,3.8,0.10,0.10
2013-11-05,3.9,0.30,0.30
2013-11-06,4.2,0.00,0.20
2013-11-07,4.2,0.10,0.10
2013-11-08,4.3,0.00,0.00
2013-11-09,4.3,0.00,0.00
2013-11-10,4.3,0.00,0.00
2013-11-11,4.3,0.00,0.10
2013-11-12,4.3,0.00,0.30
2013-11-13,4.3,0.00,0.00
2013-11-14,4.3,0.00,0.20
2013-11-15,4.3,0.30,0.30
2013-11-16,4.6,0.70,0.70
2013-11-17,5.3,0.00,0.00
2013-11-18,5.3,0.00,0.00
2013-11-19,5.3,0.30,0.30
2013-11-20,5.6,0.00,0.00
2013-11-21,5.6,0.50,0.50
2013-11-22,6.1,0.20,0.20
2013-11-23,6.3,0.00,0.00
2013-11-24,6.3,0.40,0.40
2013-11-25,6.7,0.00,0.00
2013-11-26,6.7,0.00,0.00
2013-11-27,6.7,0.00,0.00
2013-11-28,6.7,0.00,0.00
2013-11-29,6.7,0.00,0.00
2013-11-30,6.7,0.00,0.00
2013-12-01,6.7,0.00,0.00
2013-12-02,6.7,0.00,0.00
2013-12-03,6.7,0.70,0.70
2013-12-04,7.4,0.50,0.50
2013-12-05,7.9,0.00,0.00
2013-12-06,7.9,0.00,0.10
2013-12-07,7.9,0.70,0.70
2013-12-08,8.6,0.30,0.40
2013-12-09,8.9,0.00,0.00
2013-12-10,8.9,0.00,0.00
2013-12-11,8.9,0.00,0.00
2013-12-12,8.9,0.00,0.10
2013-12-13,8.9,0.00,0.00
2013-12-14,8.9,0.00,0.00
2013-12-15,8.9,0.00,0.00
2013-12-16,8.9,0.00,0.00
2013-12-17,8.9,0.00,0.00
2013-12-18,8.9,0.00,0.00
2013-12-19,8.9,0.00,0.00
2013-12-20,8.9,0.00,0.00
2013-12-21,8.9,0.00,0.00
2013-12-22,8.9,0.00,0.00
2013-12-23,8.9,0.60,0.60
2013-12-24,9.5,0.00,0.00
2013-12-25,9.5,0.00,0.00
2013-12-26,9.5,0.00,0.00
2013-12-27,9.5,0.00,0.00
2013-12-28,9.5,0.00,0.00
2013-12-29,9.5,0.00,0.00
2013-12-30,9.5,0.00,0.00
2013-12-31,9.5,0.00,0.00
2014-01-01,9.5,0.30,0.30
2014-01-02,9.8,0.00,0.00
2014-01-03,9.8,0.00,0.00
2014-01-04,9.8,0.00,0.00
2014-01-05,9.8,0.00,0.00
2014-01-06,9.8,0.10,0.30
2014-01-07,9.9,0.00,0.30
2014-01-08,9.9,0.10,0.20
2014-01-09,10.0,0.50,0.50
2014-01-10,10.5,0.30,0.30
2014-01-11,10.8,0.10,0.10
2014-01-12,10.9,0.20,0.20
2014-01-13,11.1,0.10,0.10
2014-01-14,11.2,0.00,0.00
2014-01-15,11.2,0.00,0.00
2014-01-16,11.2,0.00,0.00
2014-01-17,11.2,0.00,0.00
2014-01-18,11.2,0.00,0.00
2014-01-19,11.2,0.00,0.00
2014-01-20,11.2,0.00,0.00
2014-01-21,11.2,0.00,0.00
2014-01-22,11.2,0.00,0.00
2014-01-23,11.2,0.00,0.00
2014-01-24,11.2,0.00,0.00
2014-01-25,11.2,0.00,0.00
2014-01-26,11.2,0.00,0.00
2014-01-27,11.2,0.00,0.00
2014-01-28,11.2,0.00,0.00
2014-01-29,11.2,0.10,0.40
2014-01-30,11.3,1.40,1.50
2014-01-31,12.7,0.70,0.70
2014-02-01,13.4,0.20,0.20
2014-02-02,13.6,0.10,0.10
2014-02-03,13.7,0.00,0.00
2014-02-04,13.7,0.00,0.60
2014-02-05,13.7,0.60,0.60
2014-02-06,14.3,0.00,0.30
2014-02-07,14.3,0.70,0.70
2014-02-08,15.0,0.40,0.50
2014-02-09,15.4,0.40,0.40
2014-02-10,15.8,0.40,0.40
2014-02-11,16.2,0.00,0.00
2014-02-12,16.2,0.00,0.10
2014-02-13,16.2,0.10,0.20
2014-02-14,16.3,0.10,0.20
2014-02-15,16.4,0.00,0.00
2014-02-16,16.4,0.10,0.10
2014-02-17,16.5,0.00,0.10
2014-02-18,16.5,0.00,0.10
2014-02-19,16.5,0.10,0.40
2014-02-20,16.6,0.40,0.40
2014-02-21,17.0,0.00,0.20
2014-02-22,17.0,0.00,0.00
2014-02-23,17.0,0.00,0.00
2014-02-24,17.0,0.00,0.00
2014-02-25,17.0,0.00,0.00
2014-02-26,17.0,0.00,0.00
2014-02-27,17.0,0.00,0.10
2014-02-28,17.0,0.30,0.40
2014-03-01,17.3,1.10,1.20
2014-03-02,18.4,0.10,0.10
2014-03-03,18.5,0.00,0.10
2014-03-04,18.5,0.10,0.10
2014-03-05,18.6,0.10,0.10
2014-03-06,18.7,0.00,0.00
2014-03-07,18.7,0.50,0.70
2014-03-08,19.2,0.20,0.20
2014-03-09,19.4,0.00,0.00
2014-03-10,19.4,0.00,0.00
2014-03-11,19.4,0.20,0.30
2014-03-12,19.6,0.00,0.00
2014-03-13,19.6,0.00,0.10
2014-03-14,19.6,0.00,0.00
2014-03-15,19.6,0.10,0.10
2014-03-16,19.7,0.00,0.00
2014-03-17,19.7,0.00,0.00
2014-03-18,19.7,0.10,0.10
2014-03-19,19.8,0.20,0.20
2014-03-20,20.0,0.00,0.20
2014-03-21,20.0,0.00,0.00
2014-03-22,20.0,0.20,0.20
2014-03-23,20.2,0.00,0.00
2014-03-24,20.2,0.00,0.00
2014-03-25,20.2,0.00,0.10
2014-03-26,20.2,0.50,0.70
2014-03-27,20.7,0.30,0.60
2014-03-28,21.0,0.20,0.20
2014-03-29,21.2,0.00,0.00
2014-03-30,21.2,0.00,0.00
2014-03-31,21.2,0.00,0.00
2014-04-01,21.2,0.20,0.20
2014-04-02,21.4,0.30,0.30
2014-04-03,21.7,0.10,0.10
2014-04-04,21.8,0.00,0.00
2014-04-05,21.8,0.00,0.00
2014-04-06,21.8,0.20,0.20
2014-04-07,22.0,0.10,0.10
2014-04-08,22.1,0.00,0.00
2014-04-09,22.1,0.00,0.00
2014-04-10,22.1,0.00,0.00
2014-04-11,22.1,0.00,0.00
2014-04-12,22.1,0.00,0.00
2014-04-13,22.1,0.60,0.60
2014-04-14,22.7,0.10,0.10
2014-04-15,22.8,0.00,0.00
2014-04-16,22.8,0.00,0.00
2014-04-17,22.8,0.00,0.00
2014-04-18,22.8,0.00,0.00
2014-04-19,22.8,0.00,0.00
2014-04-20,22.8,0.00,0.00
2014-04-21,22.8,0.00,0.00
2014-04-22,22.8,0.00,0.00
2014-04-23,22.8,0.00,0.00
2014-04-24,22.8,0.00,0.00
2014-04-25,22.8,0.00,0.00
2014-04-26,22.8,0.40,0.40
2014-04-27,23.2,0.50,0.50
2014-04-28,23.7,0.20,0.30
2014-04-29,23.9,0.30,0.30
2014-04-30,24.2,0.00,0.00
2014-05-01,24.2,0.00,0.00
2014-05-02,24.2,0.00,0.00
2014-05-03,24.2,0.00,0.00
2014-05-04,24.2,0.00,0.00
2014-05-05,24.2,0.00,0.00
2014-05-06,24.2,0.00,0.00
2014-05-07,24.2,0.00,0.00
2014-05-08,24.2,0.30,0.30
2014-05-09,24.5,0.10,0.10
2014-05-10,24.6,0.10,0.10
2014-05-11,24.7,1.40,1.40
2014-05-12,26.1,0.70,0.80
2014-05-13,26.8,0.00,0.00
2014-05-14,26.8,0.10,0.10
2014-05-15,26.9,0.00,0.00
2014-05-16,26.9,0.00,0.00
2014-05-17,26.9,0.00,0.00
2014-05-18,26.9,0.00,0.00
2014-05-19,26.9,0.00,0.00
2014-05-20,26.9,0.00,0.00
2014-05-21,26.9,0.00,0.00
2014-05-22,26.9,0.00,0.00
2014-05-23,26.9,0.00,0.00
2014-05-24,26.9,0.20,0.20
2014-05-25,27.1,0.30,0.30
2014-05-26,27.4,0.00,0.00
2014-05-27,27.4,0.20,0.20
2014-05-28,27.6,0.00,0.00
2014-05-29,27.6,0.00,0.00
2014-05-30,27.6,0.10,0.10
2014-05-31,27.7,0.00,0.00
2014-06-01,27.7,0.00,0.00
2014-06-02,27.7,0.00,0.00
2014-06-03,27.7,0.00,0.00
2014-06-04,27.7,0.00,0.00
2014-06-05,27.7,0.00,0.00
2014-06-06,27.7,0.00,0.00
2014-06-07,27.7,0.00,0.00
2014-06-08,27.7,0.30,0.30
2014-06-09,28.0,0.00,0.00
2014-06-10,28.0,0.00,0.00
2014-06-11,28.0,0.30,0.30
2014-06-12,28.3,0.00,0.00
2014-06-13,28.3,0.00,0.00
2014-06-14,28.3,0.00,0.00
2014-06-15,28.3,0.00,0.00
2014-06-16,28.3,0.00,0.00
2014-06-17,28.3,0.00,0.00
2014-06-18,28.3,0.00,0.00
2014-06-19,28.3,0.00,0.00
2014-06-20,28.3,0.00,0.00
2014-06-21,28.3,0.00,0.00
2014-06-22,28.3,0.00,0.00
2014-06-23,28.3,0.00,0.00
2014-06-24,28.3,0.00,0.00
2014-06-25,28.3,0.00,0.00
2014-06-26,28.3,0.00,0.00
2014-06-27,28.3,0.00,0.00
2014-06-28,28.3,0.00,0.00
2014-06-29,28.3,0.00,0.00
2014-06-30,28.3,0.00,0.00
2014-07-01,28.3,0.00,0.00
2014-07-02,28.3,0.00,0.00
2014-07-03,28.3,0.00,0.00
2014-07-04,28.3,0.00,0.00
2014-07-05,28.3,0.00,0.00
2014-07-06,28.3,0.00,0.00
2014-07-07,28.3,0.10,0.10
2014-07-08,28.4,0.00,0.00
2014-07-09,28.4,0.10,0.10
2014-07-10,28.5,0.00,0.00
2014-07-11,28.5,0.00,0.00
2014-07-12,28.5,0.00,0.00
2014-07-13,28.5,0.10,0.10
2014-07-14,28.6,0.00,0.00
2014-07-15,28.6,0.30,0.30
2014-07-16,28.9,0.00,0.00
2014-07-17,28.9,0.00,0.00
2014-07-18,28.9,0.20,0.20
2014-07-19,29.1,0.00,0.00
2014-07-20,29.1,0.00,0.00
2014-07-21,29.1,0.00,0.00
2014-07-22,29.1,0.00,0.00
2014-07-23,29.1,0.00,0.00
2014-07-24,29.1,0.50,0.50
2014-07-25,29.6,0.00,0.00
2014-07-26,29.6,0.00,0.00
2014-07-27,29.6,0.00,0.00
2014-07-28,29.6,0.30,0.30
2014-07-29,29.9,0.10,0.10
2014-07-30,30.0,0.00,0.00
2014-07-31,30.0,0.00,0.00
2014-08-01,30.0,0.50,0.50
2014-08-02,30.5,0.00,0.00
2014-08-03,30.5,0.10,0.10
2014-08-04,30.6,0.00,0.00
2014-08-05,30.6,0.20,0.20
2014-08-06,30.8,0.00,0.00
2014-08-07,30.8,0.00,0.00
2014-08-08,30.8,0.00,0.00
2014-08-09,30.8,0.00,0.00
2014-08-10,30.8,0.00,0.00
2014-08-11,30.8,0.10,0.10
2014-08-12,30.9,0.10,0.10
2014-08-13,31.0,0.00,0.00
2014-08-14,31.0,0.20,0.20
2014-08-15,31.2,0.00,0.00
2014-08-16,31.2,0.00,0.00
2014-08-17,31.2,0.00,0.00
2014-08-18,31.2,0.00,0.00
2014-08-19,31.2,0.10,0.10
2014-08-20,31.3,0.30,0.30
2014-08-21,31.6,0.00,0.00
2014-08-22,31.6,0.20,0.20
2014-08-23,31.8,0.70,0.70
2014-08-24,32.5,0.00,0.00
2014-08-25,32.5,0.00,0.00
2014-08-26,32.5,0.20,0.20
2014-08-27,32.7,0.50,0.50
2014-08-28,33.2,0.30,0.30
2014-08-29,33.5,0.00,0.00
2014-08-30,33.5,0.00,0.00
2014-08-31,33.5,0.00,0.00
2014-09-01,33.5,0.00,0.00
2014-09-02,33.5,0.00,0.00
2014-09-03,33.5,0.00,0.00
2014-09-04,33.5,0.00,0.00
2014-09-05,33.5,0.00,0.00
2014-09-06,33.5,0.00,0.00
2014-09-07,33.5,0.10,0.10
2014-09-08,33.6,0.00,0.00
2014-09-09,33.6,1.20,1.20
2014-09-10,34.8,0.10,0.10
2014-09-11,34.9,0.00,0.00
2014-09-12,34.9,0.00,0.00
2014-09-13,34.9,0.00,0.00
2014-09-14,34.9,0.00,0.00
2014-09-15,34.9,0.00,0.00
2014-09-16,34.9,0.00,0.00
2014-09-17,34.9,0.00,0.00
2014-09-18,34.9,0.00,0.00
2014-09-19,34.9,0.00,0.00
2014-09-20,34.9,0.00,0.00
2014-09-21,34.9,0.50,0.50
2014-09-22,35.4,0.50,0.50
2014-09-23,35.9,0.00,0.00
2014-09-24,35.9,0.00,0.00
2014-09-25,35.9,0.00,0.00
2014-09-26,35.9,0.00,0.00
2014-09-27,35.9,0.00,0.00
2014-09-28,35.9,0.20,0.20
2014-09-29,36.1,0.60,0.60
2014-09-30,36.7,0.10,0.10
2014-10-01,0.0,1.00,1.00
2014-10-02,1.0,0.00,0.00
2014-10-03,1.0,0.00,0.00
2014-10-04,1.0,0.00,0.00
2014-10-05,1.0,0.00,0.00
2014-10-06,1.0,0.00,0.00
2014-10-07,1.0,0.00,0.00
2014-10-08,1.0,0.00,0.00
2014-10-09,1.0,0.20,0.20
2014-10-10,1.2,0.00,0.00
2014-10-11,1.2,0.00,0.00
2014-10-12,1.2,0.20,0.20
2014-10-13,1.4,0.00,0.00
2014-10-14,1.4,0.00,0.00
2014-10-15,1.4,0.00,0.00
2014-10-16,1.4,0.00,0.00
2014-10-17,1.4,0.00,0.00
2014-10-18,1.4,0.00,0.00
2014-10-19,1.4,0.00,0.00
2014-10-20,1.4,0.00,0.00
2014-10-21,1.4,0.00,0.00
2014-10-22,1.4,0.20,0.20
2014-10-23,1.6,0.00,0.00
2014-10-24,1.6,0.00,0.00
2014-10-25,1.6,0.00,0.00
2014-10-26,1.6,0.00,0.00
2014-10-27,1.6,0.00,0.00
2014-10-28,1.6,0.00,0.00
2014-10-29,1.6,0.00,0.00
2014-10-30,1.6,0.00,0.00
2014-10-31,1.6,0.10,0.10
2014-11-01,1.7,0.00,0.00
2014-11-02,1.7,0.80,0.80
2014-11-03,2.5,0.00,0.00
2014-11-04,2.5,0.00,0.00
2014-11-05,2.5,0.20,0.20
2014-11-06,2.7,0.00,0.00
2014-11-07,2.7,0.00,0.00
2014-11-08,2.7,0.00,0.00
2014-11-09,2.7,0.00,0.00
2014-11-10,2.7,0.00,0.00
2014-11-11,2.7,0.00,0.00
2014-11-12,2.7,0.00,0.00
2014-11-13,2.7,0.30,0.30
2014-11-14,3.0,0.40,0.40
2014-11-15,3.4,0.00,0.00
2014-11-16,3.4,0.00,0.00
2014-11-17,3.4,0.00,0.00
2014-11-18,3.4,0.00,0.00
2014-11-19,3.4,0.00,0.00
2014-11-20,3.4,0.00,0.00
2014-11-21,3.4,0.00,0.00
2014-11-22,3.4,0.40,0.40
2014-11-23,3.8,0.00,0.00
2014-11-24,3.8,0.20,0.20
2014-11-25,4.0,0.30,0.30
2014-11-26,4.3,0.00,0.00
2014-11-27,4.3,0.20,0.20
2014-11-28,4.5,0.00,0.00
2014-11-29,4.5,0.00,0.10
2014-11-30,4.5,0.00,0.00
2014-12-01,4.5,0.00,0.10
2014-12-02,4.5,0.00,0.10
2014-12-03,4.5,0.00,0.10
2014-12-04,4.5,0.00,0.00
2014-12-05,4.5,0.00,0.00
2014-12-06,4.5,0.00,0.00
2014-12-07,4.5,0.00,0.00
2014-12-08,4.5,0.00,0.20
2014-12-09,4.5,0.00,0.30
2014-12-10,4.5,0.00,0.20
2014-12-11,4.5,0.00,0.10
2014-12-12,4.5,0.10,0.10
2014-12-13,4.6,0.10,0.10
2014-12-14,4.7,0.10,0.10
2014-12-15,4.8,0.40,0.40
2014-12-16,5.2,0.00,0.00
2014-12-17,5.2,0.10,0.10
2014-12-18,5.3,0.00,0.00
2014-12-19,5.3,0.00,0.00
2014-12-20,5.3,0.40,0.40
2014-12-21,5.7,0.90,1.10
2014-12-22,6.6,0.30,0.40
2014-12-23,6.9,0.00,0.00
2014-12-24,6.9,0.00,0.00
2014-12-25,6.9,0.60,0.60
2014-12-26,7.5,0.10,0.10
2014-12-27,7.6,0.00,0.00
2014-12-28,7.6,0.40,0.40
2014-12-29,8.0,0.00,0.20
2014-12-30,8.0,0.00,0.00
2014-12-31,8.0,0.00,0.00
2015-01-01,8.0,0.00,0.10
2015-01-02,8.0,0.00,0.00
2015-01-03,8.0,0.20,0.20
2015-01-04,8.2,0.30,0.30
2015-01-05,8.5,0.00,0.00
2015-01-06,8.5,0.00,0.00
2015-01-07,8.5,0.00,0.00
2015-01-08,8.5,0.00,0.00
2015-01-09,8.5,0.00,0.00
2015-01-10,8.5,0.00,0.10
2015-01-11,8.5,0.20,0.30
2015-01-12,8.7,0.00,0.00
2015-01-13,8.7,0.00,0.00
2015-01-14,8.7,0.00,0.00
2015-01-15,8.7,0.10,0.10
2015-01-16,8.8,0.10,0.10
2015-01-17,8.9,0.00,0.00
2015-01-18,8.9,0.00,0.10
2015-01-19,8.9,0.00,0.00
2015-01-20,8.9,0.00,0.00
2015-01-21,8.9,0.00,0.00
2015-01-22,8.9,0.00,0.00
2015-01-23,8.9,0.00,0.10
2015-01-24,8.9,0.20,0.20
2015-01-25,9.1,0.00,0.00
2015-01-26,9.1,0.00,0.00
2015-01-27,9.1,0.00,0.00
2015-01-28,9.1,0.00,0.00
2015-01-29,9.1,0.00,0.00
2015-01-30,9.1,0.00,0.00
2015-01-31,9.1,0.00,0.00
2015-02-01,9.1,0.00,0.00
2015-02-02,9.1,0.00,0.10
2015-02-03,9.1,0.10,0.20
2015-02-04,9.2,0.10,0.30
2015-02-05,9.3,0.00,0.00
2015-02-06,9.3,0.00,0.00
2015-02-07,9.3,0.00,0.00
2015-02-08,9.3,0.00,0.00
2015-02-09,9.3,0.00,0.00
2015-02-10,9.3,0.00,0.00
2015-02-11,9.3,0.00,0.00
2015-02-12,9.3,0.00,0.00
2015-02-13,9.3,0.00,0.00
2015-02-14,9.3,0.00,0.00
2015-02-15,9.3,0.00,0.00
2015-02-16,9.3,0.00,0.00
2015-02-17,9.3,0.00,0.00
2015-02-18,9.3,0.10,0.20
2015-02-19,9.4,0.00,0.10
2015-02-20,9.4,0.10,0.10
2015-02-21,9.5,0.20,0.20
2015-02-22,9.7,0.70,0.70
2015-02-23,10.4,0.00,0.00
2015-02-24,10.4,0.00,0.00
2015-02-25,10.4,0.10,0.10
2015-02-26,10.5,0.10,0.10
2015-02-27,10.6,0.10,0.10
2015-02-28,10.7,0.50,0.50
2015-03-01,11.2,0.50,0.60
2015-03-02,11.7,0.80,1.00
2015-03-03,12.5,0.40,0.60
2015-03-04,12.9,0.00,0.00
2015-03-05,12.9,0.20,0.20
2015-03-06,13.1,0.10,0.10
2015-03-07,13.2,0.00,0.00
2015-03-08,13.2,0.00,0.00
2015-03-09,13.2,0.00,0.00
2015-03-10,13.2,0.00,0.00
2015-03-11,13.2,0.00,0.00
2015-03-12,13.2,0.00,0.00
2015-03-13,13.2,0.00,0.00
2015-03-14,13.2,0.00,0.00
2015-03-15,13.2,0.00,0.00
2015-03-16,13.2,0.00,0.00
2015-03-17,13.2,0.00,0.00
2015-03-18,13.2,0.10,0.10
2015-03-19,13.3,0.00,0.00
2015-03-20,13.3,0.00,0.00
2015-03-21,13.3,0.00,0.00
2015-03-22,13.3,0.00,0.00
2015-03-23,13.3,0.10,0.10
2015-03-24,13.4,0.20,0.20
2015-03-25,13.6,0.10,0.20
2015-03-26,13.7,0.10,0.10
2015-03-27,13.8,0.00,0.00
2015-03-28,13.8,0.00,0.00
2015-03-29,13.8,0.00,0.00
2015-03-30,13.8,0.00,0.00
2015-03-31,13.8,0.00,0.00
2015-04-01,13.8,0.00,0.00
2015-04-02,13.8,0.00,0.00
2015-04-03,13.8,0.00,0.20
2015-04-04,13.8,0.00,0.00
2015-04-05,13.8,0.00,0.00
2015-04-06,13.8,0.00,0.00
2015-04-07,13.8,0.00,0.00
2015-04-08,13.8,0.00,0.00
2015-04-09,13.8,0.00,0.00
2015-04-10,13.8,0.00,0.00
2015-04-11,13.8,0.00,0.00
2015-04-12,13.8,0.00,0.00
2015-04-13,13.8,0.00,0.00
2015-04-14,13.8,0.00,0.00
2015-04-15,13.8,0.00,0.00
2015-04-16,13.8,0.10,0.60
2015-04-17,13.9,0.80,1.00
2015-04-18,14.7,0.50,0.60
2015-04-19,15.2,0.10,0.10
2015-04-20,15.3,0.00,0.00
2015-04-21,15.3,0.00,0.00
2015-04-22,15.3,0.00,0.00
2015-04-23,15.3,0.00,0.00
2015-04-24,15.3,0.00,0.00
2015-04-25,15.3,0.20,0.30
2015-04-26,15.5,0.40,0.40
2015-04-27,15.9,0.10,0.10
2015-04-28,16.0,0.10,0.10
2015-04-29,16.1,0.00,0.00
2015-04-30,16.1,0.00,0.00
2015-05-01,16.1,0.00,0.00
2015-05-02,16.1,0.00,0.00
2015-05-03,16.1,0.00,0.00
2015-05-04,16.1,0.10,0.10
2015-05-05,16.2,0.20,0.20
2015-05-06,16.4,1.00,1.00
2015-05-07,17.4,0.20,0.20
2015-05-08,17.6,0.20,0.40
2015-05-09,17.8,0.70,0.70
2015-05-10,18.5,0.10,0.10
2015-05-11,18.6,0.20,0.20
2015-05-12,18.8,0.20,0.20
2015-05-13,19.0,0.10,0.10
2015-05-14,19.1,0.00,0.00
2015-05-15,19.1,0.00,0.00
2015-05-16,19.1,0.10,0.10
2015-05-17,19.2,0.30,0.30
